,state,naics,num_employees,annual_payroll,year,demRatio,total_pop
27,Alaska,Transportation and Warehousing,19084,1521861,2020,0.4473815127615069,732.964
28,Alaska,Information,6366,478864,2020,0.4473815127615069,732.964
29,Alaska,Finance and Insurance,7195,586117,2020,0.4473815127615069,732.964
30,Alaska,Real Estate and Rental and Leasing,4688,244508,2020,0.4473815127615069,732.964
31,Alaska,"Professional, Scientific, and Technical Services",20100,1579150,2020,0.4473815127615069,732.964
32,Alaska,Management of Companies and Enterprises,5410,752085,2020,0.4473815127615069,732.964
33,Alaska,Administrative and Support and Waste Management and Remediation Services,22306,1139151,2020,0.4473815127615069,732.964
34,Alaska,Educational Services,2883,80013,2020,0.4473815127615069,732.964
35,Alaska,Health Care and Social Assistance,51984,3372955,2020,0.4473815127615069,732.964
36,Alaska,"Arts, Entertainment, and Recreation",4929,91646,2020,0.4473815127615069,732.964
37,Alaska,Accommodation and Food Services,26875,605701,2020,0.4473815127615069,732.964
38,Alaska,Other Services (except Public Administration),9829,375285,2020,0.4473815127615069,732.964
39,Alaska,Industries not classified,36,2921,2020,0.4473815127615069,732.964
40,Arizona,"Agriculture, Forestry, Fishing and Hunting",3038,99507,2020,0.5015683167912931,7186.683
41,Arizona,"Mining, Quarrying, and Oil and Gas Extraction",10535,755356,2020,0.5015683167912931,7186.683
42,Arizona,Utilities,12456,1362836,2020,0.5015683167912931,7186.683
43,Arizona,Construction,180561,10753100,2020,0.5015683167912931,7186.683
44,Arizona,Manufacturing,156085,10383306,2020,0.5015683167912931,7186.683
45,Arizona,Wholesale Trade,99656,7187747,2020,0.5015683167912931,7186.683
46,Arizona,Retail Trade,335051,11343635,2020,0.5015683167912931,7186.683
47,Arizona,Transportation and Warehousing,111097,5527687,2020,0.5015683167912931,7186.683
48,Arizona,Information,56460,4259440,2020,0.5015683167912931,7186.683
49,Arizona,Finance and Insurance,180224,15388686,2020,0.5015683167912931,7186.683
50,Arizona,Real Estate and Rental and Leasing,55222,2992760,2020,0.5015683167912931,7186.683
51,Arizona,"Professional, Scientific, and Technical Services",169185,13490098,2020,0.5015683167912931,7186.683
52,Arizona,Management of Companies and Enterprises,61991,5005334,2020,0.5015683167912931,7186.683
53,Arizona,Administrative and Support and Waste Management and Remediation Services,281919,10836311,2020,0.5015683167912931,7186.683
54,Arizona,Educational Services,68715,2763143,2020,0.5015683167912931,7186.683
55,Arizona,Health Care and Social Assistance,396025,21043432,2020,0.5015683167912931,7186.683
56,Arizona,"Arts, Entertainment, and Recreation",55164,1695153,2020,0.5015683167912931,7186.683
57,Arizona,Accommodation and Food Services,315338,5883703,2020,0.5015683167912931,7186.683
58,Arizona,Other Services (except Public Administration),95729,3298887,2020,0.5015683167912931,7186.683
59,Arizona,Industries not classified,330,15087,2020,0.5015683167912931,7186.683
60,Arkansas,"Agriculture, Forestry, Fishing and Hunting",4560,226310,2020,0.3578756672201685,3014.348
61,Arkansas,"Mining, Quarrying, and Oil and Gas Extraction",3665,230550,2020,0.3578756672201685,3014.348
62,Arkansas,Utilities,7459,745770,2020,0.3578756672201685,3014.348
63,Arkansas,Construction,50808,2581622,2020,0.3578756672201685,3014.348
64,Arkansas,Manufacturing,162692,7982008,2020,0.3578756672201685,3014.348
65,Arkansas,Wholesale Trade,49442,2761430,2020,0.3578756672201685,3014.348
66,Arkansas,Retail Trade,136980,4042625,2020,0.3578756672201685,3014.348
67,Arkansas,Transportation and Warehousing,58324,2860310,2020,0.3578756672201685,3014.348
68,Arkansas,Information,20589,1540571,2020,0.3578756672201685,3014.348
69,Arkansas,Finance and Insurance,40727,2937379,2020,0.3578756672201685,3014.348
70,Arkansas,Real Estate and Rental and Leasing,13298,539559,2020,0.3578756672201685,3014.348
71,Arkansas,"Professional, Scientific, and Technical Services",39683,2440190,2020,0.3578756672201685,3014.348
72,Arkansas,Management of Companies and Enterprises,36610,4234215,2020,0.3578756672201685,3014.348
73,Arkansas,Administrative and Support and Waste Management and Remediation Services,65961,1825502,2020,0.3578756672201685,3014.348
74,Arkansas,Educational Services,16392,439254,2020,0.3578756672201685,3014.348
75,Arkansas,Health Care and Social Assistance,185291,9015972,2020,0.3578756672201685,3014.348
76,Arkansas,"Arts, Entertainment, and Recreation",10755,209100,2020,0.3578756672201685,3014.348
77,Arkansas,Accommodation and Food Services,110002,1698300,2020,0.3578756672201685,3014.348
78,Arkansas,Other Services (except Public Administration),42160,1179069,2020,0.3578756672201685,3014.348
79,Arkansas,Industries not classified,136,5010,2020,0.3578756672201685,3014.348
80,California,"Agriculture, Forestry, Fishing and Hunting",31026,1433293,2020,0.6490891136066756,39503.2
81,California,"Mining, Quarrying, and Oil and Gas Extraction",17662,1630603,2020,0.6490891136066756,39503.2
82,California,Utilities,58383,8330550,2020,0.6490891136066756,39503.2
83,California,Construction,860541,61021347,2020,0.6490891136066756,39503.2
84,California,Manufacturing,1161693,88863233,2020,0.6490891136066756,39503.2
85,California,Wholesale Trade,822095,74933545,2020,0.6490891136066756,39503.2
86,California,Retail Trade,1681501,59240158,2020,0.6490891136066756,39503.2
87,California,Transportation and Warehousing,664832,37946029,2020,0.6490891136066756,39503.2
88,California,Information,731391,147702402,2020,0.6490891136066756,39503.2
89,California,Finance and Insurance,638864,88181986,2020,0.6490891136066756,39503.2
90,California,Real Estate and Rental and Leasing,320032,21671669,2020,0.6490891136066756,39503.2
91,California,"Professional, Scientific, and Technical Services",1318355,154958799,2020,0.6490891136066756,39503.2
92,California,Management of Companies and Enterprises,368373,60899483,2020,0.6490891136066756,39503.2
93,California,Administrative and Support and Waste Management and Remediation Services,1653959,94102353,2020,0.6490891136066756,39503.2
94,California,Educational Services,457042,20545663,2020,0.6490891136066756,39503.2
95,California,Health Care and Social Assistance,2148566,137607170,2020,0.6490891136066756,39503.2
96,California,"Arts, Entertainment, and Recreation",366008,16623496,2020,0.6490891136066756,39503.2
97,California,Accommodation and Food Services,1777729,35048370,2020,0.6490891136066756,39503.2
98,California,Other Services (except Public Administration),630368,21598996,2020,0.6490891136066756,39503.2
99,California,Industries not classified,2439,86515,2020,0.6490891136066756,39503.2
100,Colorado,"Agriculture, Forestry, Fishing and Hunting",1932,90276,2020,0.5693831949230015,5785.219
101,Colorado,"Mining, Quarrying, and Oil and Gas Extraction",24082,2396639,2020,0.5693831949230015,5785.219
102,Colorado,Utilities,9274,1038382,2020,0.5693831949230015,5785.219
103,Colorado,Construction,180734,11879311,2020,0.5693831949230015,5785.219
104,Colorado,Manufacturing,130080,8370300,2020,0.5693831949230015,5785.219
105,Colorado,Wholesale Trade,103071,8320666,2020,0.5693831949230015,5785.219
106,Colorado,Retail Trade,284219,9385624,2020,0.5693831949230015,5785.219
107,Colorado,Transportation and Warehousing,91348,5105840,2020,0.5693831949230015,5785.219
108,Colorado,Information,96186,10505340,2020,0.5693831949230015,5785.219
109,Colorado,Finance and Insurance,126168,12190252,2020,0.5693831949230015,5785.219
110,Colorado,Real Estate and Rental and Leasing,52133,2949313,2020,0.5693831949230015,5785.219
111,Colorado,"Professional, Scientific, and Technical Services",219296,20608845,2020,0.5693831949230015,5785.219
112,Colorado,Management of Companies and Enterprises,54566,6498856,2020,0.5693831949230015,5785.219
113,Colorado,Administrative and Support and Waste Management and Remediation Services,276398,14014747,2020,0.5693831949230015,5785.219
114,Colorado,Educational Services,56348,2056347,2020,0.5693831949230015,5785.219
115,Colorado,Health Care and Social Assistance,330520,17905660,2020,0.5693831949230015,5785.219
116,Colorado,"Arts, Entertainment, and Recreation",58246,1854289,2020,0.5693831949230015,5785.219
117,Colorado,Accommodation and Food Services,300580,5788431,2020,0.5693831949230015,5785.219
118,Colorado,Other Services (except Public Administration),115263,4160332,2020,0.5693831949230015,5785.219
119,Colorado,Industries not classified,282,10686,2020,0.5693831949230015,5785.219
120,Connecticut,"Agriculture, Forestry, Fishing and Hunting",317,12309,2020,0.6019504908807785,3577.586
121,Connecticut,"Mining, Quarrying, and Oil and Gas Extraction",698,53738,2020,0.6019504908807785,3577.586
122,Connecticut,Utilities,7603,1010979,2020,0.6019504908807785,3577.586
123,Connecticut,Construction,58733,4275894,2020,0.6019504908807785,3577.586
124,Connecticut,Manufacturing,159874,12267024,2020,0.6019504908807785,3577.586
125,Connecticut,Wholesale Trade,68578,5886069,2020,0.6019504908807785,3577.586
126,Connecticut,Retail Trade,182272,5852984,2020,0.6019504908807785,3577.586
127,Connecticut,Transportation and Warehousing,50403,2241392,2020,0.6019504908807785,3577.586
128,Connecticut,Information,38543,4242184,2020,0.6019504908807785,3577.586
129,Connecticut,Finance and Insurance,114192,18048180,2020,0.6019504908807785,3577.586
130,Connecticut,Real Estate and Rental and Leasing,20703,1233496,2020,0.6019504908807785,3577.586
131,Connecticut,"Professional, Scientific, and Technical Services",113200,11116209,2020,0.6019504908807785,3577.586
132,Connecticut,Management of Companies and Enterprises,33936,4625259,2020,0.6019504908807785,3577.586
133,Connecticut,Administrative and Support and Waste Management and Remediation Services,87783,4168932,2020,0.6019504908807785,3577.586
134,Connecticut,Educational Services,79558,4010521,2020,0.6019504908807785,3577.586
135,Connecticut,Health Care and Social Assistance,299524,15915182,2020,0.6019504908807785,3577.586
136,Connecticut,"Arts, Entertainment, and Recreation",30591,698850,2020,0.6019504908807785,3577.586
137,Connecticut,Accommodation and Food Services,145604,2812321,2020,0.6019504908807785,3577.586
138,Connecticut,Other Services (except Public Administration),59364,1982774,2020,0.6019504908807785,3577.586
139,Connecticut,Industries not classified,114,5198,2020,0.6019504908807785,3577.586
140,Delaware,"Agriculture, Forestry, Fishing and Hunting",113,6075,2020,0.5962674416498447,991.862
141,Delaware,"Mining, Quarrying, and Oil and Gas Extraction",437,38811,2020,0.5962674416498447,991.862
142,Delaware,Utilities,2475,308614,2020,0.5962674416498447,991.862
143,Delaware,Construction,23465,1442917,2020,0.5962674416498447,991.862
144,Delaware,Manufacturing,29718,1935684,2020,0.5962674416498447,991.862
145,Delaware,Wholesale Trade,18414,1976991,2020,0.5962674416498447,991.862
146,Delaware,Retail Trade,55071,1597930,2020,0.5962674416498447,991.862
147,Delaware,Transportation and Warehousing,18444,790370,2020,0.5962674416498447,991.862
148,Delaware,Information,7225,567471,2020,0.5962674416498447,991.862
149,Delaware,Finance and Insurance,41109,4450672,2020,0.5962674416498447,991.862
150,Delaware,Real Estate and Rental and Leasing,6361,354852,2020,0.5962674416498447,991.862
151,Delaware,"Professional, Scientific, and Technical Services",32771,3609625,2020,0.5962674416498447,991.862
152,Delaware,Management of Companies and Enterprises,6591,740189,2020,0.5962674416498447,991.862
153,Delaware,Administrative and Support and Waste Management and Remediation Services,29864,1300699,2020,0.5962674416498447,991.862
154,Delaware,Educational Services,6943,272761,2020,0.5962674416498447,991.862
155,Delaware,Health Care and Social Assistance,75037,4300989,2020,0.5962674416498447,991.862
156,Delaware,"Arts, Entertainment, and Recreation",9296,216559,2020,0.5962674416498447,991.862
157,Delaware,Accommodation and Food Services,42981,720082,2020,0.5962674416498447,991.862
158,Delaware,Other Services (except Public Administration),15408,475405,2020,0.5962674416498447,991.862
159,Delaware,Industries not classified,321,8270,2020,0.5962674416498447,991.862
160,District of Columbia,Utilities,2092,336614,2020,0.9446695384761944,670.839
161,District of Columbia,Construction,10004,750702,2020,0.9446695384761944,670.839
162,District of Columbia,Manufacturing,1048,46244,2020,0.9446695384761944,670.839
163,District of Columbia,Wholesale Trade,3431,306775,2020,0.9446695384761944,670.839
164,District of Columbia,Retail Trade,23148,707975,2020,0.9446695384761944,670.839
165,District of Columbia,Transportation and Warehousing,3828,480712,2020,0.9446695384761944,670.839
166,District of Columbia,Information,28831,3546726,2020,0.9446695384761944,670.839
167,District of Columbia,Finance and Insurance,20494,3575084,2020,0.9446695384761944,670.839
168,District of Columbia,Real Estate and Rental and Leasing,11216,971946,2020,0.9446695384761944,670.839
169,District of Columbia,"Professional, Scientific, and Technical Services",107658,15210105,2020,0.9446695384761944,670.839
170,District of Columbia,Management of Companies and Enterprises,8836,1123904,2020,0.9446695384761944,670.839
171,District of Columbia,Administrative and Support and Waste Management and Remediation Services,31577,1551188,2020,0.9446695384761944,670.839
172,District of Columbia,Educational Services,55619,3265107,2020,0.9446695384761944,670.839
173,District of Columbia,Health Care and Social Assistance,73547,4689493,2020,0.9446695384761944,670.839
174,District of Columbia,"Arts, Entertainment, and Recreation",11895,585782,2020,0.9446695384761944,670.839
175,District of Columbia,Accommodation and Food Services,73919,1511325,2020,0.9446695384761944,670.839
176,District of Columbia,Other Services (except Public Administration),75988,7188448,2020,0.9446695384761944,670.839
177,District of Columbia,Industries not classified,41,1513,2020,0.9446695384761944,670.839
178,Florida,"Agriculture, Forestry, Fishing and Hunting",7715,296497,2020,0.4830524533785844,21591.299
179,Florida,"Mining, Quarrying, and Oil and Gas Extraction",3734,285037,2020,0.4830524533785844,21591.299
180,Florida,Utilities,27578,3141131,2020,0.4830524533785844,21591.299
181,Florida,Construction,493523,26152545,2020,0.4830524533785844,21591.299
182,Florida,Manufacturing,325068,18499812,2020,0.4830524533785844,21591.299
183,Florida,Wholesale Trade,334732,21627623,2020,0.4830524533785844,21591.299
184,Florida,Retail Trade,1118138,33396868,2020,0.4830524533785844,21591.299
185,Florida,Transportation and Warehousing,321100,15560902,2020,0.4830524533785844,21591.299
186,Florida,Information,175499,15837762,2020,0.4830524533785844,21591.299
187,Florida,Finance and Insurance,397483,35890302,2020,0.4830524533785844,21591.299
188,Florida,Real Estate and Rental and Leasing,187024,9137488,2020,0.4830524533785844,21591.299
189,Florida,"Professional, Scientific, and Technical Services",565050,42940484,2020,0.4830524533785844,21591.299
190,Florida,Management of Companies and Enterprises,165332,14812077,2020,0.4830524533785844,21591.299
191,Florida,Administrative and Support and Waste Management and Remediation Services,2008920,96096863,2020,0.4830524533785844,21591.299
192,Florida,Educational Services,179351,7263034,2020,0.4830524533785844,21591.299
193,Florida,Health Care and Social Assistance,1200831,63805546,2020,0.4830524533785844,21591.299
194,Florida,"Arts, Entertainment, and Recreation",222910,6940314,2020,0.4830524533785844,21591.299
195,Florida,Accommodation and Food Services,1014310,18383025,2020,0.4830524533785844,21591.299
196,Florida,Other Services (except Public Administration),334841,10284038,2020,0.4830524533785844,21591.299
197,Florida,Industries not classified,940,31687,2020,0.4830524533785844,21591.299
198,Georgia,"Agriculture, Forestry, Fishing and Hunting",7867,373786,2020,0.5011932966290864,10732.39
199,Georgia,"Mining, Quarrying, and Oil and Gas Extraction",5166,363408,2020,0.5011932966290864,10732.39
200,Georgia,Utilities,23117,2441418,2020,0.5011932966290864,10732.39
201,Georgia,Construction,203055,12442890,2020,0.5011932966290864,10732.39
202,Georgia,Manufacturing,391620,20744911,2020,0.5011932966290864,10732.39
203,Georgia,Wholesale Trade,205908,14419644,2020,0.5011932966290864,10732.39
204,Georgia,Retail Trade,487658,13941696,2020,0.5011932966290864,10732.39
205,Georgia,Transportation and Warehousing,243581,13828253,2020,0.5011932966290864,10732.39
206,Georgia,Information,117449,12030047,2020,0.5011932966290864,10732.39
207,Georgia,Finance and Insurance,183954,18401367,2020,0.5011932966290864,10732.39
208,Georgia,Real Estate and Rental and Leasing,71082,4943527,2020,0.5011932966290864,10732.39
209,Georgia,"Professional, Scientific, and Technical Services",303779,25776191,2020,0.5011932966290864,10732.39
210,Georgia,Management of Companies and Enterprises,134916,14086070,2020,0.5011932966290864,10732.39
211,Georgia,Administrative and Support and Waste Management and Remediation Services,416683,16528900,2020,0.5011932966290864,10732.39
212,Georgia,Educational Services,87406,3779217,2020,0.5011932966290864,10732.39
213,Georgia,Health Care and Social Assistance,544603,28388020,2020,0.5011932966290864,10732.39
214,Georgia,"Arts, Entertainment, and Recreation",56804,1717828,2020,0.5011932966290864,10732.39
215,Georgia,Accommodation and Food Services,459055,7138596,2020,0.5011932966290864,10732.39
216,Georgia,Other Services (except Public Administration),162932,5204975,2020,0.5011932966290864,10732.39
217,Georgia,Industries not classified,516,17654,2020,0.5011932966290864,10732.39
218,Hawaii,"Agriculture, Forestry, Fishing and Hunting",164,4366,2020,0.6503266464651488,1451.181
219,Hawaii,"Mining, Quarrying, and Oil and Gas Extraction",139,10797,2020,0.6503266464651488,1451.181
220,Hawaii,Utilities,3687,403367,2020,0.6503266464651488,1451.181
221,Hawaii,Construction,31469,2402739,2020,0.6503266464651488,1451.181
222,Hawaii,Manufacturing,12778,522648,2020,0.6503266464651488,1451.181
223,Hawaii,Wholesale Trade,17624,924081,2020,0.6503266464651488,1451.181
224,Hawaii,Retail Trade,69668,2094329,2020,0.6503266464651488,1451.181
225,Hawaii,Transportation and Warehousing,32344,1409309,2020,0.6503266464651488,1451.181
226,Hawaii,Information,8037,505802,2020,0.6503266464651488,1451.181
227,Hawaii,Finance and Insurance,21863,1701615,2020,0.6503266464651488,1451.181
228,Hawaii,Real Estate and Rental and Leasing,14267,668552,2020,0.6503266464651488,1451.181
229,Hawaii,"Professional, Scientific, and Technical Services",23664,1726566,2020,0.6503266464651488,1451.181
230,Hawaii,Management of Companies and Enterprises,7716,610578,2020,0.6503266464651488,1451.181
231,Hawaii,Administrative and Support and Waste Management and Remediation Services,67900,2448225,2020,0.6503266464651488,1451.181
232,Hawaii,Educational Services,17748,657934,2020,0.6503266464651488,1451.181
233,Hawaii,Health Care and Social Assistance,73273,4378579,2020,0.6503266464651488,1451.181
234,Hawaii,"Arts, Entertainment, and Recreation",11615,245918,2020,0.6503266464651488,1451.181
235,Hawaii,Accommodation and Food Services,110201,2267530,2020,0.6503266464651488,1451.181
236,Hawaii,Other Services (except Public Administration),25125,769751,2020,0.6503266464651488,1451.181
237,Hawaii,Industries not classified,93,3175,2020,0.6503266464651488,1451.181
238,Idaho,"Agriculture, Forestry, Fishing and Hunting",3723,160331,2020,0.3412285707492213,1849.339
239,Idaho,"Mining, Quarrying, and Oil and Gas Extraction",2198,150861,2020,0.3412285707492213,1849.339
240,Idaho,Utilities,3888,400814,2020,0.3412285707492213,1849.339
241,Idaho,Construction,51686,2618124,2020,0.3412285707492213,1849.339
242,Idaho,Manufacturing,63808,3896768,2020,0.3412285707492213,1849.339
243,Idaho,Wholesale Trade,33495,2282806,2020,0.3412285707492213,1849.339
244,Idaho,Retail Trade,85559,2749843,2020,0.3412285707492213,1849.339
245,Idaho,Transportation and Warehousing,22030,947404,2020,0.3412285707492213,1849.339
246,Idaho,Information,15777,1008047,2020,0.3412285707492213,1849.339
247,Idaho,Finance and Insurance,23947,1691138,2020,0.3412285707492213,1849.339
248,Idaho,Real Estate and Rental and Leasing,9069,407423,2020,0.3412285707492213,1849.339
249,Idaho,"Professional, Scientific, and Technical Services",38826,2665495,2020,0.3412285707492213,1849.339
250,Idaho,Management of Companies and Enterprises,7893,775706,2020,0.3412285707492213,1849.339
251,Idaho,Administrative and Support and Waste Management and Remediation Services,46195,1591947,2020,0.3412285707492213,1849.339
252,Idaho,Educational Services,16302,394999,2020,0.3412285707492213,1849.339
253,Idaho,Health Care and Social Assistance,107514,5053972,2020,0.3412285707492213,1849.339
254,Idaho,"Arts, Entertainment, and Recreation",11066,194188,2020,0.3412285707492213,1849.339
255,Idaho,Accommodation and Food Services,72376,1140345,2020,0.3412285707492213,1849.339
256,Idaho,Other Services (except Public Administration),22341,673733,2020,0.3412285707492213,1849.339
257,Idaho,Industries not classified,117,2598,2020,0.3412285707492213,1849.339
258,Illinois,"Agriculture, Forestry, Fishing and Hunting",1795,89364,2020,0.5865904373280693,12790.357
259,Illinois,"Mining, Quarrying, and Oil and Gas Extraction",6526,446394,2020,0.5865904373280693,12790.357
260,Illinois,Utilities,28033,3514113,2020,0.5865904373280693,12790.357
261,Illinois,Construction,219583,16676414,2020,0.5865904373280693,12790.357
262,Illinois,Manufacturing,542154,34757431,2020,0.5865904373280693,12790.357
263,Illinois,Wholesale Trade,321164,26227841,2020,0.5865904373280693,12790.357
264,Illinois,Retail Trade,583926,17208696,2020,0.5865904373280693,12790.357
265,Illinois,Transportation and Warehousing,307683,15649020,2020,0.5865904373280693,12790.357
266,Illinois,Information,124872,12180377,2020,0.5865904373280693,12790.357
267,Illinois,Finance and Insurance,344625,38914668,2020,0.5865904373280693,12790.357
268,Illinois,Real Estate and Rental and Leasing,82134,5256633,2020,0.5865904373280693,12790.357
269,Illinois,"Professional, Scientific, and Technical Services",413214,41871182,2020,0.5865904373280693,12790.357
270,Illinois,Management of Companies and Enterprises,206386,24563187,2020,0.5865904373280693,12790.357
271,Illinois,Administrative and Support and Waste Management and Remediation Services,489841,19849729,2020,0.5865904373280693,12790.357
272,Illinois,Educational Services,174611,7520934,2020,0.5865904373280693,12790.357
273,Illinois,Health Care and Social Assistance,829966,43706355,2020,0.5865904373280693,12790.357
274,Illinois,"Arts, Entertainment, and Recreation",90807,2641981,2020,0.5865904373280693,12790.357
275,Illinois,Accommodation and Food Services,536063,8878002,2020,0.5865904373280693,12790.357
276,Illinois,Other Services (except Public Administration),241814,9438438,2020,0.5865904373280693,12790.357
277,Illinois,Industries not classified,341,10570,2020,0.5865904373280693,12790.357
278,Indiana,"Agriculture, Forestry, Fishing and Hunting",1354,68019,2020,0.4180495199255704,6789.098
279,Indiana,"Mining, Quarrying, and Oil and Gas Extraction",5613,378976,2020,0.4180495199255704,6789.098
280,Indiana,Utilities,14961,1544233,2020,0.4180495199255704,6789.098
281,Indiana,Construction,147448,9223251,2020,0.4180495199255704,6789.098
282,Indiana,Manufacturing,510695,28360293,2020,0.4180495199255704,6789.098
283,Indiana,Wholesale Trade,125637,8364136,2020,0.4180495199255704,6789.098
284,Indiana,Retail Trade,328151,9466258,2020,0.4180495199255704,6789.098
285,Indiana,Transportation and Warehousing,136267,6481804,2020,0.4180495199255704,6789.098
286,Indiana,Information,41589,3192480,2020,0.4180495199255704,6789.098
287,Indiana,Finance and Insurance,107274,8543374,2020,0.4180495199255704,6789.098
288,Indiana,Real Estate and Rental and Leasing,36653,1800201,2020,0.4180495199255704,6789.098
289,Indiana,"Professional, Scientific, and Technical Services",133188,10309580,2020,0.4180495199255704,6789.098
290,Indiana,Management of Companies and Enterprises,53517,4961814,2020,0.4180495199255704,6789.098
291,Indiana,Administrative and Support and Waste Management and Remediation Services,215792,7175495,2020,0.4180495199255704,6789.098
292,Indiana,Educational Services,66096,2066609,2020,0.4180495199255704,6789.098
293,Indiana,Health Care and Social Assistance,450974,22111972,2020,0.4180495199255704,6789.098
294,Indiana,"Arts, Entertainment, and Recreation",38697,1196216,2020,0.4180495199255704,6789.098
295,Indiana,Accommodation and Food Services,281729,4243668,2020,0.4180495199255704,6789.098
296,Indiana,Other Services (except Public Administration),126064,3758741,2020,0.4180495199255704,6789.098
297,Indiana,Industries not classified,204,5649,2020,0.4180495199255704,6789.098
298,Iowa,"Agriculture, Forestry, Fishing and Hunting",2745,157196,2020,0.4581673691536295,3190.904
299,Iowa,"Mining, Quarrying, and Oil and Gas Extraction",2152,141720,2020,0.4581673691536295,3190.904
300,Iowa,Utilities,8382,799191,2020,0.4581673691536295,3190.904
301,Iowa,Construction,68137,4350198,2020,0.4581673691536295,3190.904
302,Iowa,Manufacturing,216348,12864519,2020,0.4581673691536295,3190.904
303,Iowa,Wholesale Trade,70388,4139381,2020,0.4581673691536295,3190.904
304,Iowa,Retail Trade,184211,4919819,2020,0.4581673691536295,3190.904
305,Iowa,Transportation and Warehousing,66062,3088864,2020,0.4581673691536295,3190.904
306,Iowa,Information,31568,1829727,2020,0.4581673691536295,3190.904
307,Iowa,Finance and Insurance,96947,8042692,2020,0.4581673691536295,3190.904
308,Iowa,Real Estate and Rental and Leasing,15139,682848,2020,0.4581673691536295,3190.904
309,Iowa,"Professional, Scientific, and Technical Services",60098,4064392,2020,0.4581673691536295,3190.904
310,Iowa,Management of Companies and Enterprises,28884,2116536,2020,0.4581673691536295,3190.904
311,Iowa,Administrative and Support and Waste Management and Remediation Services,96144,3534912,2020,0.4581673691536295,3190.904
312,Iowa,Educational Services,34229,991095,2020,0.4581673691536295,3190.904
313,Iowa,Health Care and Social Assistance,218777,10309833,2020,0.4581673691536295,3190.904
314,Iowa,"Arts, Entertainment, and Recreation",17751,284330,2020,0.4581673691536295,3190.904
315,Iowa,Accommodation and Food Services,121522,1835291,2020,0.4581673691536295,3190.904
316,Iowa,Other Services (except Public Administration),50924,1485193,2020,0.4581673691536295,3190.904
317,Iowa,Industries not classified,143,3488,2020,0.4581673691536295,3190.904
318,Kansas,"Agriculture, Forestry, Fishing and Hunting",889,44008,2020,0.4250657174436865,2938.124
319,Kansas,"Mining, Quarrying, and Oil and Gas Extraction",5693,302795,2020,0.4250657174436865,2938.124
320,Kansas,Utilities,7122,738521,2020,0.4250657174436865,2938.124
321,Kansas,Construction,67995,3983029,2020,0.4250657174436865,2938.124
322,Kansas,Manufacturing,166901,9744825,2020,0.4250657174436865,2938.124
323,Kansas,Wholesale Trade,62581,4224666,2020,0.4250657174436865,2938.124
324,Kansas,Retail Trade,146028,3984443,2020,0.4250657174436865,2938.124
325,Kansas,Transportation and Warehousing,64377,2962461,2020,0.4250657174436865,2938.124
326,Kansas,Information,25944,2245204,2020,0.4250657174436865,2938.124
327,Kansas,Finance and Insurance,65011,5288529,2020,0.4250657174436865,2938.124
328,Kansas,Real Estate and Rental and Leasing,15128,670656,2020,0.4250657174436865,2938.124
329,Kansas,"Professional, Scientific, and Technical Services",67042,4927611,2020,0.4250657174436865,2938.124
330,Kansas,Management of Companies and Enterprises,24453,2578116,2020,0.4250657174436865,2938.124
